"time","J1_w","J2_w","J3_w","J4_w"
0.489,6.030129125733662,3.697992132109007,0.8900000000000006,3.886274017029382e-17
0.492,6.014450142493923,3.692471426681684,0.9200000000000017,4.381658395793664e-17
0.495,5.996089227434442,3.686885151628585,0.9500000000000015,4.865614579418327e-17
0.498,5.975004246505356,3.681232964426083,0.9800000000000013,5.200037864580309e-17
0.501,5.951173112545076,3.675514526986533,1.010000000000002,5.191735540559949e-17
0.504,5.924583952384955,3.66972949026052,1.040000000000001,4.993414250050809e-17
0.507,5.895248142231807,3.663877504917373,1.070000000000002,4.856947517167766e-17
0.51,5.863223578683938,3.65795824093213,1.100000000000001,4.67202916209922e-17
0.513,5.828587949571157,3.651971363665301,1.130000000000001,4.553197921466899e-17
0.516,5.7914248102889,3.645916528677837,1.160000000000001,4.442474091758877e-17
0.519,5.75183972261935,3.63979339011416,1.190000000000002,4.268798249207181e-17
0.522,5.709987109640288,3.63360161489858,1.220000000000002,4.213834725646573e-17
0.525,5.666036385457234,3.627340863988714,1.250000000000001,4.375034721958958e-17
0.528,5.620159517660859,3.621010800551517,1.280000000000002,4.698225343436251e-17
0.531,5.572529747636299,3.61461108988412,1.310000000000002,4.967822828003938e-17
0.534,5.523382575638648,3.608141391933929,1.340000000000002,5.262173575483867e-17
0.537,5.472955243315046,3.601601368260419,1.370000000000002,5.501251593702151e-17
0.54,5.421491511221161,3.594990682984409,1.400000000000002,5.63942158868514e-17
0.543,5.369199266645098,3.588309013827848,1.430000000000001,5.909250269924809e-17
0.546,5.316363993010027,3.58155602139487,1.460000000000001,6.139376803027068e-17
0.549,5.263256059149767,3.574731373693011,1.490000000000002,6.297256025682184e-17
0.552,5.210153398384542,3.567834739738968,1.520000000000001,6.346395133832726e-17
0.555,5.157282241074724,3.560865794758627,1.550000000000002,6.383084435900097e-17
0.5580000000000001,5.10492708117938,3.553824210337075,1.580000000000002,6.373903891164139e-17
0.5610000000000001,5.053354679799368,3.54670966110634,1.610000000000001,6.331917718564386e-17
0.5640000000000001,5.002825267217856,3.539521823678547,1.640000000000001,6.287167132566732e-17
0.5670000000000001,4.953576682974365,3.532260371892971,1.670000000000001,6.174978523835866e-17
0.5700000000000001,4.905838939268266,3.524924981777345,1.700000000000001,5.950167174249099e-17
0.5730000000000001,4.859840907295118,3.517515334201906,1.730000000000001,5.647735918165023e-17
0.5760000000000001,4.815789958688159,3.51003110961172,1.760000000000002,5.259871097603464e-17
0.579,4.773877555184201,3.502471988762837,1.790000000000001,4.788932833264923e-17
0.582,4.734283378056324,3.494837648799533,1.82,4.28983964561939e-17
0.585,4.697155094785868,3.487127774298908,1.85,3.750557648658265e-17
0.588,4.662620700719936,3.479342048302926,1.88,3.189057050671616e-17
0.591,4.630782460622853,3.471480154654626,1.91,2.627996262761955e-17
0.594,4.601747260097324,3.46354177942785,1.94,2.085151352953107e-17
0.597,4.575585960870799,3.455526609152005,1.97,1.58555283589757e-17
0.6,4.552320639333192,3.447434330295544,2.000000000000001,1.165097053467919e-17
0.603,4.531955659666214,3.43926463072828,2.03,8.607549638747615e-18
0.606,4.514464231073907,3.431017199174124,2.06,7.143918344986591e-18
0.609,4.499851549963264,3.422691728319875,2.090000000000001,6.488843536439234e-18
0.612,4.488045943611447,3.414287909632282,2.120000000000001,6.734045224915697e-18
0.615,4.478936125879189,3.405805435218896,2.15,8.090776896183844e-18
0.618,4.472392677142019,3.397243998928404,2.180000000000001,1.044831912850138e-17
0.621,4.468297954402687,3.38860329623532,2.210000000000001,1.345418361995968e-17
0.624,4.46656362129343,3.379883024461472,2.240000000000001,1.643809080899627e-17
0.627,4.466967842387041,3.371082880976175,2.270000000000001,1.897746490032381e-17
0.63,4.469309095104002,3.362202564945268,2.300000000000001,2.033660887409142e-17
0.633,4.473362460142228,3.353241776866204,2.330000000000002,1.960853277928924e-17
0.636,4.478958747999984,3.344200216435355,2.36,1.945687785095644e-17
0.639,4.485844086049135,3.335077586407214,2.390000000000001,1.94308358254125e-17
0.642,4.493751759599716,3.325873590660546,2.420000000000001,1.936105092214816e-17
0.645,4.502410181093106,3.316587934007794,2.45,1.972193350815573e-17
0.648,4.511601558393901,3.307220321391926,2.480000000000001,1.93787237845721e-17
0.651,4.521063431331041,3.297770459471089,2.510000000000001,1.825286020381669e-17
0.654,4.530512335914977,3.28823805625963,2.540000000000001,1.673629329495167e-17
0.657,4.539677530678537,3.278622820608975,2.57,1.483794444922932e-17
0.66,4.548302638041499,3.268924462855036,2.600000000000001,1.307686919261644e-17
